airport	terminal	date	hour	us_avg_wait	us_max_wait	non_us_avg_wait	non_us_max_wait	all_avg_wait	all_max_wait	all_n_0..15	all_n_16..30	all_n_31..45	all_n_46..60	all_n_61..90	all_n_91..120	all_n_120..	all_excluded	all_total	all_flights	all_booths
ATL	Concourse F	1/24/2018	1800 - 1900	1	15	4	6	2	15	45	0	0	0	0	0	0	2	47	1	2
ATL	Concourse E	1/25/2018	0500 - 0600	2	43	53	141	32	141	675	136	161	78	123	104	65	56	1398	6	10
ATL	Concourse E	1/25/2018	0600 - 0700	4	70	16	71	8	71	203	6	1	5	18	0	0	11	244	1	7
ATL	Concourse E	1/25/2018	0800 - 0900	1	16	11	25	6	25	182	40	0	0	0	0	0	10	232	1	8
ATL	Concourse E	1/25/2018	0900 - 1000	3	25	10	25	6	25	176	51	0	0	0	0	0	11	238	1	8
ATL	Concourse E	1/25/2018	1000 - 1100	2	21	7	23	3	23	180	14	0	0	0	0	0	7	201	3	5
ATL	Concourse E	1/25/2018	1100 - 1200	0	14	4	17	2	17	214	4	0	0	0	0	0	14	232	3	8
ATL	Concourse E	1/25/2018	1200 - 1300	6	54	13	55	9	55	440	100	15	11	0	0	0	27	593	4	19
ATL	Concourse E	1/25/2018	1300 - 1400	6	31	13	34	9	34	753	201	14	0	0	0	0	51	1019	8	18
ATL	Concourse E	1/25/2018	1400 - 1500	6	29	12	44	9	44	935	213	29	0	0	0	0	56	1233	9	16
ATL	Concourse E	1/25/2018	1500 - 1600	6	57	15	79	10	79	757	136	70	14	20	0	0	39	1036	6	17
ATL	Concourse E	1/25/2018	1600 - 1700	10	51	17	52	12	52	586	289	48	6	0	0	0	54	983	8	18
ATL	Concourse E	1/25/2018	1700 - 1800	12	46	16	47	13	47	719	426	108	5	0	0	0	64	1322	11	18
ATL	Concourse E	1/25/2018	1800 - 1900	21	55	28	72	23	72	312	426	303	64	14	0	0	64	1183	10	18
ATL	Concourse E	1/25/2018	1900 - 2000	8	34	14	45	9	45	531	122	25	0	0	0	0	33	711	6	12
ATL	Concourse E	1/25/2018	2000 - 2100	0	3	0	3	0	3	200	0	0	0	0	0	0	3	203	1	15
ATL	Concourse F	1/25/2018	0900 - 1000	0	0	0	0	0	0	37	0	0	0	0	0	0	2	39	1	7
ATL	Concourse F	1/25/2018	1100 - 1200	3	18	7	21	5	21	99	8	0	0	0	0	0	4	111	1	8
ATL	Concourse F	1/25/2018	1800 - 1900	3	14	4	19	4	19	104	4	0	0	0	0	0	4	112	1	11
ATL	Concourse E	1/26/2018	0500 - 0600	1	78	38	101	23	101	643	150	102	84	100	68	0	47	1194	5	14
ATL	Concourse E	1/26/2018	0600 - 0700	1	31	9	40	4	40	220	23	13	0	0	0	0	9	265	1	10
ATL	Concourse E	1/26/2018	0700 - 0800	2	30	12	31	7	31	178	51	3	0	0	0	0	8	240	1	6
ATL	Concourse E	1/26/2018	0900 - 1000	8	66	26	73	18	73	140	50	18	20	18	0	0	10	256	1	7
ATL	Concourse E	1/26/2018	1000 - 1100	0	10	3	15	0	15	218	0	0	0	0	0	0	8	226	2	3
ATL	Concourse E	1/26/2018	1100 - 1200	0	18	4	22	1	22	366	15	0	0	0	0	0	17	398	4	6
ATL	Concourse E	1/26/2018	1200 - 1300	1	22	9	34	5	34	488	68	5	0	0	0	0	26	587	4	12
ATL	Concourse E	1/26/2018	1300 - 1400	6	31	13	31	9	31	735	280	3	0	0	0	0	50	1068	6	19
ATL	Concourse E	1/26/2018	1400 - 1500	5	25	8	25	6	25	467	90	0	0	0	0	0	30	587	5	13
ATL	Concourse E	1/26/2018	1500 - 1600	10	69	15	55	11	69	1260	500	179	17	5	0	0	92	2053	14	18
ATL	Concourse E	1/26/2018	1600 - 1700	12	42	17	53	14	53	660	351	145	16	0	0	0	60	1232	8	17
ATL	Concourse E	1/26/2018	1700 - 1800	14	60	23	81	16	81	619	442	160	24	10	0	0	61	1316	10	14
ATL	Concourse E	1/26/2018	1800 - 1900	14	51	16	58	15	58	699	370	129	43	0	0	0	60	1301	10	14
ATL	Concourse E	1/26/2018	1900 - 2000	10	39	11	38	10	39	952	389	36	0	0	0	0	67	1444	10	11
